commodity,total value sold,total qty sold,total kg sold,qty available,market,date_scraped,total value sold mtd,total qty sold mtd,total kg sold mtd
BROCCOLI LEAVES,2100.0,30.0,240.0,0,Joburg Market,2026-08-04,2100.0,30.0,240.0
BUTTER LETTUCE,9404.0,52.0,194.0,30,Joburg Market,2026-08-04,10000.0,58.0,206.0
BUTTERNUT,802991.0,15428.0,128644.0,50514,Joburg Market,2026-08-04,1604337.0,33095.0,256775.0
CABBAGE,834568.0,26608.0,274999.0,10386,Joburg Market,2026-08-04,1876050.0,57042.0,650460.0
CABBAGE RED,64724.0,620.0,1451.0,1336,Joburg Market,2026-08-04,147185.0,1470.0,3350.0
CARROTS,1143543.0,30648.0,231903.0,31769,Joburg Market,2026-08-04,2453876.84,63076.0,483277.0
CHILLIES,368204.96,7963.0,25740.0,18393,Joburg Market,2026-08-04,662835.97,14399.0,48243.0
COCKTAIL TOMATOES,39732.0,220.0,1056.0,0,Joburg Market,2026-08-04,39732.0,220.0,1056.0
CORN/BEANS/SNAP PEAS,0.0,0.0,0.0,50,Joburg Market,2026-08-04,0.0,0.0,0.0
CRUSHED GINGER/GARLIC,1054.8,4.0,19.0,132,Joburg Market,2026-08-04,1360.8,5.0,24.0
CUCUMBER,22550.0,118.0,590.0,35,Joburg Market,2026-08-04,22550.0,118.0,590.0
DRIED BEANS,0.0,0.0,0.0,14,Joburg Market,2026-08-04,820.0,4.0,40.0
ENGLISH CUCUMBER,1534974.0,8065.0,62438.0,2377,Joburg Market,2026-08-04,2206382.0,11925.0,91602.0
GARLIC,232605.0,329.0,3300.0,421,Joburg Market,2026-08-04,502380.0,749.0,7462.0
GARLIC PROCESSED,41822.4,166.0,864.0,376,Joburg Market,2026-08-04,59800.8,241.0,1279.0
GINGER PROCESSED,0.0,0.0,0.0,21,Joburg Market,2026-08-04,350.0,1.0,5.0
GINGER ROOT,176940.0,879.0,4680.0,5356,Joburg Market,2026-08-04,279410.0,1374.0,7785.0
GREEN PEPPERS,914364.0,16417.0,80617.0,5157,Joburg Market,2026-08-04,2089087.63,41179.0,203817.0
LETTUCE,581538.0,6602.0,20823.0,4460,Joburg Market,2026-08-04,1141984.0,14412.0,43770.0
ONIONS,9278250.0,140199.0,1228747.0,168805,Joburg Market,2026-08-04,18531765.0,278639.0,2545934.0
PEPPERS,4670.0,21.0,84.0,0,Joburg Market,2026-08-04,30750.0,178.0,664.0
POTATOES,10999145.0,171937.0,1661306.0,75784,Joburg Market,2026-08-04,24773315.0,405465.0,3930410.0
PUMPKINS,48610.0,606.0,20604.0,1823,Joburg Market,2026-08-04,94650.0,1305.0,44370.0
RAINBOW PEPPERS,296072.0,7629.0,41014.0,1325,Joburg Market,2026-08-04,502920.0,12077.0,62523.0
RED LETTUCE,8180.0,72.0,159.0,76,Joburg Market,2026-08-04,8760.0,78.0,171.0
RED PEPPERS,617403.0,5633.0,28300.0,6177,Joburg Market,2026-08-04,1130843.0,10552.0,53190.0
SPINACH,126508.0,7591.0,31353.0,3433,Joburg Market,2026-08-04,255432.0,20025.0,81846.0
SPRING ONIONS,45778.0,847.0,1761.0,380,Joburg Market,2026-08-04,64109.0,1372.0,2688.0
SWEET POTATO,259545.0,9160.0,65801.0,9707,Joburg Market,2026-08-04,425609.0,14304.0,121569.0
TOMATOES,4406081.0,216432.0,612465.0,65891,Joburg Market,2026-08-04,9778471.56,450810.0,1313315.0
TOMATOES DRIED,1200.0,4.0,4.0,18,Joburg Market,2026-08-04,1200.0,4.0,4.0
YELLOW PEPPERS,469660.0,5216.0,26107.0,9525,Joburg Market,2026-08-04,833669.0,9268.0,46033.0
